class	Precursor_MZ
Carboxylic acids and derivatives	559.346
Flavonoids	639.156
Flavonoids	595.131
Diarylheptanoids	345.135
Flavonoids	667.188
Diarylheptanoids	621.234
Diarylheptanoids	667.239
Prenol lipids	811.448
Prenol lipids	645.182
Isoflavonoids	681.167
Carboxylic acids and derivatives	839.428
Steroids and steroid derivatives	1251.6
Isoflavonoids	389.176
Isoflavonoids	607.167
Lignan glycosides	621.182
Anthracenes	325.072
Coumarins and derivatives	429.104
Organooxygen compounds	493.172
Organooxygen compounds	539.177
Flavonoids	1031.34
2-arylbenzofuran flavonoids	500.156
Diarylheptanoids	711.266
Organooxygen compounds	505.237
Carboxylic acids and derivatives	1083.58
Carboxylic acids and derivatives	1129.59
Carboxylic acids and derivatives	615.34
Flavonoids	579.136
Flavonoids	711.214
Flavonoids	757.219
Fatty Acyls	483.166
Organooxygen compounds	1139.49
Organooxygen compounds	1181.5
Prenol lipids	423.239
Flavonoids	593.151
Flavonoids	639.156
Carboxylic acids and derivatives	746.397
Flavonoids	463.088
Prenol lipids	527.141
Flavonoids	607.167
Flavonoids	653.172
Fatty Acyls	665.391
Benzene and substituted derivatives	411.145
Organooxygen compounds	475.255
Organooxygen compounds	503.177
Organooxygen compounds	995.304
Organooxygen compounds	1041.31
Benzopyrans	445.114
Isoflavonoids	567.135
Flavonoids	771.199
Prenol lipids	567.172
Prenol lipids	613.177
Prenol lipids	665.209
Benzodiazepines	355.094
Prenol lipids	939.496
Prenol lipids	985.501
Prenol lipids	633.364
Diarylheptanoids	327.16
Diarylheptanoids	373.166
Organooxygen compounds	373.114
Prenol lipids	529.302
Organooxygen compounds	583.203
Prenol lipids	495.26
Prenol lipids	541.265
Organooxygen compounds	451.125
Prenol lipids	545.276
Prenol lipids	591.281
Prenol lipids	499.197
Diazanaphthalenes	444.168
Diazanaphthalenes	490.173
Carboxylic acids and derivatives	500.265
Steroids and steroid derivatives	579.245
Peptidomimetics	622.346
Azaphilones	415.14
Prenol lipids	467.141
Piperazinoazepines	408.156
Prenol lipids	825.428
Prenol lipids	871.433
Prenol lipids	695.401
Organooxygen compounds	491.213
Organooxygen compounds	537.219
Organooxygen compounds	475.146
Organooxygen compounds	465.125
Prenol lipids	939.496
Prenol lipids	581.151
Prenol lipids	839.443
Prenol lipids	533.348
Steroids and steroid derivatives	1109.54
Organooxygen compounds	473.166
Organooxygen compounds	519.172
Steroids and steroid derivatives	757.365
Cinnamic acids and derivatives	513.161
Cinnamic acids and derivatives	559.167
Prenol lipids	581.188
Diarylheptanoids	575.249
Prenol lipids	695.401
Steroids and steroid derivatives	919.418
Steroids and steroid derivatives	1135.59
Steroids and steroid derivatives	1181.6
Steroids and steroid derivatives	499.306
Prenol lipids	943.491
Prenol lipids	971.486
Prenol lipids	1017.49
Steroids and steroid derivatives	619.385
Steroids and steroid derivatives	665.391
Dihydrofurans	365.197
Steroids and steroid derivatives	469.187
Organooxygen compounds	664.297
Organooxygen compounds	472.146
Oxepanes	497.218
Oxepanes	533.195
Steroids and steroid derivatives	567.296
Steroids and steroid derivatives	613.302
Cinnamic acids and derivatives	767.24
Saccharolipids	469.135
Organooxygen compounds	471.187
Organooxygen compounds	517.193
Prenol lipids	537.161
Furopyrans	501.177
Organooxygen compounds	533.107
Organooxygen compounds	579.112
Prenol lipids	893.49
Prenol lipids	939.496
Fatty Acyls	459.187
Fatty Acyls	505.193
Organooxygen compounds	655.224
Prenol lipids	987.517
Steroids and steroid derivatives	1089.55
Fatty Acyls	369.098
Fatty Acyls	415.103
Carboxylic acids and derivatives	514.245
Carboxylic acids and derivatives	556.255
Carboxylic acids and derivatives	602.261
Prenol lipids	311.15
Prenol lipids	419.163
Cinnamic acids and derivatives	669.204
Cinnamic acids and derivatives	755.24
Prenol lipids	481.135
Prenol lipids	463.124
Prenol lipids	527.141
Fatty Acyls	479.156
Fatty Acyls	525.161
Organooxygen compounds	469.135
Dihydrofurans	365.197
Cinnamic acids and derivatives	767.24
Prenol lipids	431.12
Cinnamic acids and derivatives	799.245
Cinnamic acids and derivatives	845.251
Prenol lipids	953.512
Prenol lipids	999.517
Benzene and substituted derivatives	336.109
Fatty Acyls	525.255
Prenol lipids	1057.52
Prenol lipids	829.495
Carboxylic acids and derivatives	465.272
Carboxylic acids and derivatives	511.277
Prenol lipids	549.343
Prenol lipids	525.161
Steroids and steroid derivatives	1093.54
Prenol lipids	521.166
Hydroxy acids and derivatives	281.139
Organooxygen compounds	451.197
Benzene and substituted derivatives	352.14
Carboxylic acids and derivatives	645.219
Prenol lipids	909.485
Organooxygen compounds	925.298
Organooxygen compounds	971.304
Prenol lipids	841.423
Lignan glycosides	537.198
Lignan glycosides	583.203
Fatty Acyls	515.192
Fatty Acyls	561.198
Peptidomimetics	674.317
Diarylheptanoids	593.26
Diarylheptanoids	639.266
Azaphilones	399.145
Organooxygen compounds	463.146
Organooxygen compounds	445.135
Organooxygen compounds	509.151
Organooxygen compounds	491.141
Stilbenes	355.155
Stilbenes	401.161
Prenol lipids	565.265
Fatty Acyls	523.219
Prenol lipids	537.161
Prenol lipids	583.167
Benzopyrans	505.208
Prenol lipids	437.161
Prenol lipids	483.166
Carboxylic acids and derivatives	528.26
Diarylheptanoids	607.276
Diarylheptanoids	653.281
Naphthofurans	452.229
Organooxygen compounds	875.225
Organooxygen compounds	911.202
Prenol lipids	509.166
Prenol lipids	555.172
Saccharolipids	801.261
Prenol lipids	987.517
Macrolides and analogues	667.406
Prenol lipids	589.302
Benzene and substituted derivatives	336.109
Furopyrans	441.155
Macrolides and analogues	289.108
Carboxylic acids and derivatives	401.085
Prenol lipids	941.512
Prenol lipids	987.517
Carboxylic acids and derivatives	513.261
Saccharolipids	827.283
Naphthopyrans	423.202
Benzene and substituted derivatives	473.145
Macrolactams	517.292
Macrolactams	563.297
Fatty Acyls	457.223
Fatty Acyls	503.229
Prenol lipids	379.213
Organooxygen compounds	491.086
Organooxygen compounds	377.088
Tannins	571.167
Organooxygen compounds	640.188
Prenol lipids	517.353
Prenol lipids	567.172
Prenol lipids	613.177
Prenol lipids	533.166
Prenol lipids	579.172
Prenol lipids	379.249
Prenol lipids	425.254
Fatty Acyls	551.213
Fatty Acyls	520.167
Prenol lipids	403.125
Prenol lipids	449.13
Prenol lipids	547.328
Isoquinolines and derivatives	606.219
Isoquinolines and derivatives	652.225
Prenol lipids	465.14
Prenol lipids	511.146
Diazanaphthalenes	449.147
Steroids and steroid derivatives	525.286
Steroids and steroid derivatives	571.291
Organooxygen compounds	343.103
Organooxygen compounds	403.125
Macrolides and analogues	363.145
Macrolides and analogues	409.15
Diazanaphthalenes	326.151
Prenol lipids	667.224
Organooxygen compounds	783.272
Organooxygen compounds	829.277
Furopyrans	443.171
Furopyrans	489.177
Prenol lipids	617.26
Prenol lipids	351.145
Prenol lipids	533.203
Steroids and steroid derivatives	843.438
Prenol lipids	674.427
Prenol lipids	720.433
Naphthofurans	349.202
Naphthofurans	395.208
Prenol lipids	407.135
2-arylbenzofuran flavonoids	567.208
Prenol lipids	431.208
Prenol lipids	711.396
Benzene and substituted derivatives	357.134
Steroids and steroid derivatives	697.344
Cytochalasans	505.271
Cytochalasans	551.276
Prenol lipids	647.38
Organooxygen compounds	430.151
Organooxygen compounds	476.156
Prenol lipids	439.234
Cinnamic acids and derivatives	547.167
Cinnamic acids and derivatives	593.172
Organooxygen compounds	461.13
Organooxygen compounds	507.136
Organooxygen compounds	521.26
Organooxygen compounds	567.266
Organooxygen compounds	367.103
Organooxygen compounds	413.109
Saccharolipids	471.172
Organooxygen compounds	397.114
Organooxygen compounds	443.12
Diazanaphthalenes	442.152
Diazanaphthalenes	488.158
Prenol lipids	543.245
Prenol lipids	509.166
Prenol lipids	555.172
Steroids and steroid derivatives	912.496
Prenol lipids	649.25
Benzene and substituted derivatives	273.077
Prenol lipids	809.433
Organooxygen compounds	327.109
Organooxygen compounds	373.114
Steroids and steroid derivatives	784.449
Phenols	341.103
Flavonoids	405.119
Flavonoids	451.125
Carboxylic acids and derivatives	399.202
Organooxygen compounds	461.166
Organooxygen compounds	447.13
Organooxygen compounds	493.135
Tannins	497.166
Cinnamic acids and derivatives	439.161
Cinnamic acids and derivatives	485.166
Prenol lipids	403.125
Prenol lipids	449.13
Prenol lipids	837.413
Prenol lipids	549.161
Prenol lipids	595.167
Naphthopyrans	434.234
Naphthopyrans	480.239
Steroids and steroid derivatives	487.197
Steroids and steroid derivatives	533.203
Prenol lipids	537.161
Indoles and derivatives	432.168
Organooxygen compounds	461.166
Prenol lipids	837.428
Prenol lipids	345.207
Cytochalasans	494.218
Cytochalasans	540.224
Diarylheptanoids	357.171
Organooxygen compounds	369.083
Organooxygen compounds	415.088
Prenol lipids	361.202
Prenol lipids	447.224
Prenol lipids	493.229
Organooxygen compounds	461.166
Stilbenes	567.172
Stilbenes	613.177
Cinnamic acids and derivatives	483.151
Cinnamic acids and derivatives	529.156
Prenol lipids	359.15
Prenol lipids	539.177
Prenol lipids	585.182
Prenol lipids	727.391
Fatty Acyls	375.218
Prenol lipids	451.146
Organooxygen compounds	459.114
Benzofurans	445.223
Isoindoles and derivatives	442.224
Isoindoles and derivatives	488.229
Organooxygen compounds	487.146
Organooxygen compounds	533.151
Hydroxy acids and derivatives	407.244
2-arylbenzofuran flavonoids	581.224
Diarylheptanoids	357.171
Prenol lipids	533.312
Prenol lipids	579.317
Isoindoles and derivatives	446.255
Benzopyrans	461.218
Benzopyrans	443.207
Benzopyrans	497.195
Benzopyrans	507.224
Prenol lipids	653.26
Steroids and steroid derivatives	651.302
Benzene and substituted derivatives	363.16
Organooxygen compounds	430.151
Lignan glycosides	537.198
Organooxygen compounds	475.255
Benzene and substituted derivatives	363.064
Prenol lipids	537.161
Prenol lipids	583.167
Prenol lipids	293.103
Prenol lipids	339.109
Ochratoxins and related substances	402.075
Indoles and derivatives	581.241
Benzopyrans	337.093
Purine nucleosides	281.089
Benzofurans	445.223
Prenol lipids	1001.5
Organooxygen compounds	387.218
Azaphilones	388.132
Prenol lipids	1085.55
Tannins	461.109
Prenol lipids	525.161
Diazanaphthalenes	433.152
Diazanaphthalenes	479.157
Carboxylic acids and derivatives	509.168
Carboxylic acids and derivatives	431.136
Carboxylic acids and derivatives	477.142
Fatty Acyls	423.145
Fatty Acyls	469.15
Steroids and steroid derivatives	621.255
Isoindoles and derivatives	486.25
Benzopyrans	451.125
Prenol lipids	387.181
Organooxygen compounds	461.203
Organooxygen compounds	499.159
Organooxygen compounds	507.208
Prenol lipids	651.411
Prenol lipids	697.417
Cinnamic acids and derivatives	693.204
Cinnamic acids and derivatives	739.209
Prenol lipids	767.386
Prenol lipids	377.161
Prenol lipids	711.396
Cinnamic acids and derivatives	537.161
Cinnamic acids and derivatives	583.167
Glycerolipids	513.307
Glycerolipids	559.312
Prenol lipids	541.156
Prenol lipids	577.133
Prenol lipids	909.485
Steroids and steroid derivatives	741.334
Prenol lipids	577.229
Prenol lipids	623.235
Fatty Acyls	441.198
Fatty Acyls	487.203
Prenol lipids	943.491
Steroids and steroid derivatives	503.301
Tetralins	343.119
Fatty Acyls	489.213
Fatty Acyls	535.219
Prenol lipids	575.154
Prenol lipids	987.517
Prenol lipids	633.123
Organooxygen compounds	473.166
Fatty Acyls	421.15
Cinnamic acids and derivatives	723.214
Cinnamic acids and derivatives	769.22
Cinnamic acids and derivatives	523.146
Stilbenes	403.14
Stilbenes	449.145
Steroids and steroid derivatives	827.407
Prenol lipids	345.207
Organooxygen compounds	873.413
Organooxygen compounds	919.418
Prenol lipids	345.171
Prenol lipids	405.228
Benzene and substituted derivatives	385.093
Benzofurans	275.056
Benzopyrans	505.208
Tetralins	359.114
Tetralins	405.119
Saccharolipids	472.161
Saccharolipids	518.167
Prenol lipids	417.192
Indoles and derivatives	468.151
Carboxylic acids and derivatives	1617.89
Benzene and substituted derivatives	457.15
Prenol lipids	329.139
Prenol lipids	375.145
Prenol lipids	309.134
Carboxylic acids and derivatives	541.303
Carboxylic acids and derivatives	587.309
Indoles and derivatives	356.162
Indoles and derivatives	402.167
Azaphilones	401.161
Azaphilones	447.166
Steroids and steroid derivatives	485.254
Pyrimidine nucleosides	449.12
Macrolides and analogues	291.124
Pyrimidine nucleosides	463.136
Pyrimidine nucleosides	509.141
Peptidomimetics	654.387
Peptidomimetics	690.364
Peptidomimetics	700.393
Cinnamic acids and derivatives	829.277
Cinnamic acids and derivatives	875.283
Pyrimidine nucleosides	421.125
Pyrimidine nucleosides	467.131
Prenol lipids	495.151
Prenol lipids	541.156
Organooxygen compounds	519.172
Prenol lipids	419.208
Prenol lipids	465.213
Prenol lipids	619.24
Prenol lipids	347.186
Prenol lipids	393.192
Steroids and steroid derivatives	619.219
Fatty Acyls	461.143
Fatty Acyls	469.193
Organooxygen compounds	473.166
Organooxygen compounds	519.172
Steroids and steroid derivatives	445.26
Azaphilones	545.217
Fatty Acyls	419.192
Phenanthrenes and derivatives	331.191
Phenanthrenes and derivatives	377.197
Pyridines and derivatives	371.161
Pyridines and derivatives	417.167
Cinnamic acids and derivatives	767.24
Prenol lipids	793.438
Prenol lipids	839.443
Cinnamic acids and derivatives	487.146
Cinnamic acids and derivatives	533.151
Steroids and steroid derivatives	781.438
Benzopyrans	461.218
Benzopyrans	507.224
Organooxygen compounds	497.218
Prenol lipids	723.432
Naphthopyrans	503.229
Saccharolipids	471.172
Prenol lipids	407.28
Organooxygen compounds	505.156
Organooxygen compounds	457.156
Lignan glycosides	577.193
Lignan glycosides	623.198
Organooxygen compounds	429.14
Cinnamic acids and derivatives	519.151
Prenol lipids	561.271
Organooxygen compounds	333.207
Organooxygen compounds	379.213
Organooxygen compounds	524.323
Organooxygen compounds	560.3
Organooxygen compounds	570.328
Fatty Acyls	403.213
Peptidomimetics	771.42
Peptidomimetics	807.397
Peptidomimetics	817.425
Pyrimidine nucleosides	467.131
Peptidomimetics	785.436
Peptidomimetics	821.412
Peptidomimetics	831.441
Benzene and substituted derivatives	431.208
Peptidomimetics	624.361
Peptidomimetics	670.367
Steroids and steroid derivatives	477.249
Steroids and steroid derivatives	523.255
Cinnamic acids and derivatives	713.23
Steroids and steroid derivatives	743.35
Prenol lipids	453.286
Organooxygen compounds	507.245
Prenol lipids	409.15
Peptidomimetics	828.408
Macrolides and analogues	579.317
Benzopyrans	432.229
Prenol lipids	543.245
Prenol lipids	375.181
Saccharolipids	585.204
Saccharolipids	631.209
Saccharolipids	469.156
Carboxylic acids and derivatives	426.213
Isoindoles and derivatives	428.244
Isoindoles and derivatives	474.25
Prenol lipids	1003.51
Organooxygen compounds	447.151
Prenol lipids	973.501
Organooxygen compounds	613.177
Organooxygen compounds	659.183
Peptidomimetics	785.409
Organooxygen compounds	401.27
Organooxygen compounds	447.275
Pyrans	273.098
Carboxylic acids and derivatives	585.329
Carboxylic acids and derivatives	567.318
Carboxylic acids and derivatives	631.335
Prenol lipids	583.182
Prenol lipids	825.428
Prenol lipids	871.433
Organooxygen compounds	290.103
Phenols	401.124
Organooxygen compounds	579.193
Prenol lipids	559.328
Prenol lipids	605.333
Cinnamic acids and derivatives	487.146
Cinnamic acids and derivatives	533.151
Carboxylic acids and derivatives	416.135
Fatty Acyls	549.255
Prenol lipids	631.385
Prenol lipids	677.391
Benzene and substituted derivatives	385.129
Prenol lipids	341.124
Saccharolipids	1001.46
Saccharolipids	1047.47
Saccharolipids	839.407
Saccharolipids	885.413
Fatty Acyls	477.249
Stilbenes	271.098
Prenol lipids	1059.54
Prenol lipids	1105.54
Prenol lipids	897.485
Prenol lipids	943.491
Tetralins	341.103
Tetralins	387.109
Prenol lipids	881.49
Prenol lipids	927.496
Prenol lipids	347.186
Prenol lipids	345.134
Prenol lipids	391.14
Benzene and substituted derivatives	382.187
Organooxygen compounds	939.277
Quinolines and derivatives	448.213
Phenols	281.082
Benzopyrans	448.224
Organooxygen compounds	343.103
Organooxygen compounds	389.109
Carboxylic acids and derivatives	614.261
Isoindoles and derivatives	442.224
Isoindoles and derivatives	488.229
Prenol lipids	925.517
Prenol lipids	971.522
Organooxygen compounds	416.135
Organooxygen compounds	462.141
Steroids and steroid derivatives	827.407
Prenol lipids	597.182
Prenol lipids	511.182
Prenol lipids	557.188
Prenol lipids	911.501
Prenol lipids	419.208
Prenol lipids	465.213
Cinnamic acids and derivatives	653.209
Steroids and steroid derivatives	785.433
Prenol lipids	625.265
Cinnamic acids and derivatives	471.151
Cinnamic acids and derivatives	517.156
Prenol lipids	953.475
Prenol lipids	377.161
Prenol lipids	423.166
Prenol lipids	331.191
Prenol lipids	377.197
Prenol lipids	455.244
Prenol lipids	379.213
Prenol lipids	435.202
Prenol lipids	429.192
Prenol lipids	485.327
Prenol lipids	531.333
Pyrimidine nucleosides	449.12
Pyrimidine nucleosides	495.126
Steroids and steroid derivatives	709.417
Oxepanes	437.218
Prenol lipids	825.428
Prenol lipids	529.265
Prenol lipids	575.271
Isoindoles and derivatives	527.255
Isoindoles and derivatives	573.261
Isoflavonoids	531.114
Organooxygen compounds	523.146
Organooxygen compounds	569.151
Prenol lipids	423.13
Prenol lipids	469.135
Prenol lipids	269.176
Fatty Acyls	513.271
Fatty Acyls	559.276
Prenol lipids	533.276
5'-deoxyribonucleosides	413.11
Carboxylic acids and derivatives	418.187
Prenol lipids	329.176
Prenol lipids	375.181
Prenol lipids	509.166
Prenol lipids	555.172
Organooxygen compounds	347.098
Organooxygen compounds	441.213
Prenol lipids	407.171
Indoles and derivatives	173.109
Imidazopyrimidines	255.11
Benzene and substituted derivatives	245.204
Imidazopyrimidines	305.201
Steroids and steroid derivatives	373.202
Indoles and derivatives	241.1
Benzothiazines	408.176
Steroids and steroid derivatives	301.182
Benzene and substituted derivatives	278.189
Benzene and substituted derivatives	249.071
Indoles and derivatives	294.162
Isoflavonoids	285.078
Benzothiazines	319.106
Organonitrogen compounds	180.177
Carboxylic acids and derivatives	407.223
Benzodiazepines	327.139
Benzodioxanes	205.099
Diazanaphthalenes	233.092
Organooxygen compounds	221.113
Morphinans	272.204
Eburnan-type alkaloids	295.183
Benzene and substituted derivatives	281.072
Naphthalenes	304.181
Benzene and substituted derivatives	311.083
Vinca alkaloids	413.211
Vinca alkaloids	825.408
Purine nucleosides	511.062
Triphenyl compounds	345.116
Benzene and substituted derivatives	317.065
Piperidines	293.182
Quinolines and derivatives	362.154
Benzazepines	368.2
Steroids and steroid derivatives	495.222
Naphthalenes	332.203
Imidazopyrimidines	216.09
Benzene and substituted derivatives	369.152
Phthalide isoquinolines	414.158
Benzene and substituted derivatives	346.162
Indoles and derivatives	276.161
Piperidines	247.183
Diazinanes	372.161
Steroids and steroid derivatives	347.224
Organooxygen compounds	375.266
Organooxygen compounds	749.517
Steroids and steroid derivatives	466.319
Benzothiazepines	384.178
Benzothiazepines	192.592
Benzene and substituted derivatives	291.081
Organonitrogen compounds	297.06
Steroids and steroid derivatives	373.289
Steroids and steroid derivatives	291.234
Benzene and substituted derivatives	326.251
Organooxygen compounds	837.537
Organooxygen compounds	419.273
Quinolines and derivatives	260.178
Benzotriazoles	316.18
Organooxygen compounds	420.099
Cinchona alkaloids	327.21
Cinnamic acids and derivatives	229.1
Benzene and substituted derivatives	233.094
Quinolines and derivatives	291.173
Aporphines	268.136
Benzene and substituted derivatives	319.167
Yohimbine alkaloids	355.205
Benzene and substituted derivatives	304.059
Prenol lipids	480.3
Benzene and substituted derivatives	343.055
Stilbenes	381.128
Steroids and steroid derivatives	403.215
Azolidines	253.1
Quinolines and derivatives	262.09
Benzene and substituted derivatives	494.156
Steroids and steroid derivatives	271.172
Diazines	230.058
Benzene and substituted derivatives	415.15
Benzene and substituted derivatives	236.076
Steroids and steroid derivatives	299.203
Dibenzocycloheptenes	222.131
Organooxygen compounds	332.083
Benzene and substituted derivatives	300.151
Steroids and steroid derivatives	345.246
Organooxygen compounds	256.099
Carboxylic acids and derivatives	221.168
Organooxygen compounds	255.104
Steroids and steroid derivatives	359.189
Piperidines	292.194
Steroids and steroid derivatives	393.3
Steroids and steroid derivatives	387.257
Indoles and derivatives	437.301
Purine nucleosides	472.234
Benzothiazines	400.193
Phenols	302.178
Benzene and substituted derivatives	311.158
Steroids and steroid derivatives	287.167
Benzene and substituted derivatives	256.173
Benzene and substituted derivatives	255.104
Benzene and substituted derivatives	349.18
Pyrazolopyridines	231.152
Steroids and steroid derivatives	315.236
Indoles and derivatives	285.164
Naphthalenes	260.169
Benzazepines	342.149
Benzene and substituted derivatives	404.213
Quinolines and derivatives	305.922
Phenanthrenes and derivatives	328.158
Indoles and derivatives	233.131
Harmala alkaloids	215.121
Pyrrolidines	338.179
Benzimidazoles	257.088
Yohimbine alkaloids	609.287
Diazines	320.106
Benzene and substituted derivatives	296.205
Phenols	272.106
Pyridines and derivatives	319.084
Piperidines	260.204
Carboxylic acids and derivatives	425.192
Piperidines	380.227
Imidazopyrimidines	377.094
Indoles and derivatives	287.125
Benzene and substituted derivatives	505.213
Benzopyrans	377.154
Phenol ethers	358.127
Phenols	294.21
Benzene and substituted derivatives	250.067
Quinolines and derivatives	195.095
Diazanaphthalenes	247.194
Diazinanes	348.195
Phenol ethers	208.173
Phenylpropanoic acids	282.115
Pyridines and derivatives	180.114
Benzene and substituted derivatives	415.28
Benzene and substituted derivatives	329.157
Benzene and substituted derivatives	282.19
Phenol esters	328.017
Benzazepines	265.174
Azoles	382.087
Indoles and derivatives	296.146
Benzene and substituted derivatives	383.178
Benzopyrans	261.078
Benzene and substituted derivatives	246.022
Carboxylic acids and derivatives	448.259
Organooxygen compounds	376.152
Isoquinolines and derivatives	292.114
Phenols	240.161
Benzazepines	295.221
Indoles and derivatives	288.117
Benzene and substituted derivatives	345.184
Steroids and steroid derivatives	435.222
Steroids and steroid derivatives	495.236
Indoles and derivatives	263.084
Benzene and substituted derivatives	391.197
Diazinanes	386.248
Pyridines and derivatives	214.111
Benzene and substituted derivatives	312.2
Benzene and substituted derivatives	267.173
Benzene and substituted derivatives	253.112
Benzene and substituted derivatives	505.214
Benzothiepins	296.151
Benzene and substituted derivatives	362.146
Carboxylic acids and derivatives	377.211
Tetracyclines	445.164
Lactams	558.136
Azoles	213.066
Indanes	278.216
Flavonoids	433.115
Flavonolignans	483.132
Benzene and substituted derivatives	605.312
Benzene and substituted derivatives	303.158
Phenols	308.225
Diazinanes	386.259
Organooxygen compounds	338.215
Organonitrogen compounds	358.242
Organooxygen compounds	298.147
Organooxygen compounds	595.283
Benzoxepines	338.179
Lactones	405.266
Indoles and derivatives	356.005
Indoles and derivatives	277.194
Tetralins	306.084
Steroids and steroid derivatives	361.203
Benzene and substituted derivatives	405.217
Anthracyclines	544.184
Steroids and steroid derivatives	289.217
Indoles and derivatives	273.162
Indoles and derivatives	276.173
Indoles and derivatives	196.593
Indoles and derivatives	392.177
Cycloheptathiophenes	310.129
Flavonoids	581.188
Steroids and steroid derivatives	405.228
Imidazopyrimidines	181.072
Benzene and substituted derivatives	268.192
Dibenzocycloheptenes	264.177
Steroids and steroid derivatives	375.254
Benzene and substituted derivatives	362.117
Benzene and substituted derivatives	277.088
Steroids and steroid derivatives	509.237
Phenol ethers	256.171
Imidazopyrimidines	242.105
Indoles and derivatives	226.098
Indoles and derivatives	358.084
Kavalactones	231.102
Benzothiazines	323.159
Benzene and substituted derivatives	341.165
Phenols	182.118
Thiadiazines	422.045
Benzene and substituted derivatives	290.143
Organonitrogen compounds	282.161
Organonitrogen compounds	300.291
Carboxylic acids and derivatives	239.074
Morphinans	258.185
Azoles	253.123
Flavonoids	285.076
Imidazopyrimidines	256.17
Azoles	387.171
Purine nucleosides	268.103
Benzocycloheptapyridines	383.154
Steroids and steroid derivatives	347.221
Phenanthrenes and derivatives	358.201
Quinolines and derivatives	308.149
Benzodioxanes	235.108
Benzene and substituted derivatives	204.138
Benzene and substituted derivatives	342.149
Flavonoids	271.06
Triazines	242.145
Diazines	252.146
Purine nucleosides	286.07
Organooxygen compounds	394.193
Organooxygen compounds	197.6
Benzene and substituted derivatives	237.16
Piperidines	326.212
Pyridines and derivatives	242.093
Thienodiazepines	297.107
Benzene and substituted derivatives	210.112
Diazanaphthalenes	233.103
Imidazopyrimidines	251.15
Organonitrogen compounds	288.233
Steroids and steroid derivatives	377.212
Quinolines and derivatives	404.234
Benzene and substituted derivatives	359.197
Ergoline and derivatives	654.229
Ergoline and derivatives	327.616
Benzothiopyrans	401.145
Benzothiopyrans	201.076
Stilbenes	269.152
Benzene and substituted derivatives	319.164
Diazinanes	200.174
Benzodiazepines	304.109
Benzene and substituted derivatives	307.111
Steroids and steroid derivatives	521.229
Stilbenes	383.222
Benzazepines	256.133
Benzimidazoles	195.092
Benzimidazoles	713.215
Saturated hydrocarbons	331.111
Indoles and derivatives	219.149
Benzene and substituted derivatives	414.991
Diazinanes	393.218
Diazinanes	197.111
Diazinanes	350.183
Diazinanes	175.595
Azoles	173.107
Benzothiopyrans	444.177
Benzothiopyrans	222.592
Benzene and substituted derivatives	253.109
Benzene and substituted derivatives	505.208
Carboxylic acids and derivatives	212.09
Benzazepines	377.107
Protoberberine alkaloids and derivatives	328.154
Carboxylic acids and derivatives	281.139
Steroids and steroid derivatives	373.237
Benzodiazepines	319.041
Steroids and steroid derivatives	433.258
Benzene and substituted derivatives	316.207
Benzodiazepines	289.054
Tropane alkaloids	290.175
Carboxylic acids and derivatives	264.196
Benzene and substituted derivatives	478.177
Benzene and substituted derivatives	239.59
Quinolines and derivatives	370.223
Benzene and substituted derivatives	354.244
Steroids and steroid derivatives	333.241
Quinolines and derivatives	671.391
Quinolines and derivatives	336.199
Steroids and steroid derivatives	303.194
Benzimidazoles	266.096
Steroids and steroid derivatives	363.215
Phenols	212.127
Benzothiepins	357.146
Benzene and substituted derivatives	286.11
Steroids and steroid derivatives	347.22
Benzene and substituted derivatives	322.176
Steroids and steroid derivatives	417.183
Pyridines and derivatives	299.149
Diazinanes	388.198
Quinolines and derivatives	379.126
Quinolines and derivatives	671.391
Quinolines and derivatives	336.2
Organooxygen compounds	235.119
Indoles and derivatives	219.149
Phenanthrenes and derivatives	446.207
Benzene and substituted derivatives	472.322
Benzene and substituted derivatives	477.231
Phenol ethers	291.145
Benzene and substituted derivatives	285.159
Pyridines and derivatives	319.08
Imidazopyrimidines	331.096
Pyridines and derivatives	275.131
Pyridines and derivatives	138.069
Indoles and derivatives	285.161
Imidazopyrimidines	206.103
Benzene and substituted derivatives	269.165
Benzene and substituted derivatives	214.086
Benzene and substituted derivatives	330.164
Diazanaphthalenes	290.035
Benzene and substituted derivatives	271.181
Steroids and steroid derivatives	313.217
Organooxygen compounds	396.211
Benzene and substituted derivatives	338.254
Piperidines	349.215
Benzothiazines	447.191
Benzothiazines	224.098
Aporphines	296.167
Benzene and substituted derivatives	176.108
Quinolines and derivatives	254.083
Anthracenes	223.109
Anthracenes	445.212
Benzene and substituted derivatives	489.233
Benzene and substituted derivatives	245.119
Benzene and substituted derivatives	222.161
Carboxylic acids and derivatives	386.266
Flavonolignans	483.131
Organonitrogen compounds	180.176
Piperidines	220.171
Steroids and steroid derivatives	521.235
Benzazepines	290.096
Anthracenes	271.061
Steroids and steroid derivatives	331.229
Benzene and substituted derivatives	369.153
Steroids and steroid derivatives	411.2
Benzazepines	281.204
Benzene and substituted derivatives	266.167
Benzofurans	319.098
Steroids and steroid derivatives	429.304
Steroids and steroid derivatives	405.185
Naphthalenes	416.284
Imidazopyrimidines	226.094
Steroids and steroid derivatives	273.223
Benzene and substituted derivatives	279.187
Benzene and substituted derivatives	140.096
Organonitrogen compounds	262.139
Quinolines and derivatives	402.185
Purine nucleosides	344.138
Prenol lipids	854.346
Ergoline and derivatives	584.294
Ergoline and derivatives	292.649
Azoles	248.098
Azoles	495.188
Purine nucleosides	286.096
