class	Precursor_MZ
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	136.112
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Benzene and substituted derivatives	290.139
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Morphinans	272.201
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	278.19
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Benzene and substituted derivatives	238.099
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Organooxygen compounds	178.123
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	310.216
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Benzene and substituted derivatives	150.128
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Phenanthrenes and derivatives	342.17
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Benzodiazepines	327.137
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Phenol ethers	256.17
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Organic sulfonic acids and derivatives	182.048
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	240.159
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Benzene and substituted derivatives	370.18
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Carboxylic acids and derivatives	308.051
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Organooxygen compounds	557.304
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Imidazothiazoles	205.079
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
Benzazepines	295.217
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
5'-deoxyribonucleosides	330.11
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Benzene and substituted derivatives	835.903
Steroids and steroid derivatives	417.209
Steroids and steroid derivatives	417.209
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Carboxylic acids and derivatives	408.125
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	790.99
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	990.977
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	444.987
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Organic phosphoric acids and derivatives	544.981
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	380.982
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	406.072
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Benzene and substituted derivatives	369.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Carboxylic acids and derivatives	321.217
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	226.09
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Benzene and substituted derivatives	343.04
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Carboxylic acids and derivatives	306.145
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Benzene and substituted derivatives	302.139
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Carboximidic acids and derivatives	163.054
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Benzene and substituted derivatives	388.131
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Carboxylic acids and derivatives	189.16
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Pyridines and derivatives	255.933
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Triazines	218.104
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Diazines	235.144
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	349.934
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Organic thiophosphoric acids and derivatives	321.902
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	353.222
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Benzene and substituted derivatives	242.085
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	271.042
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Pyridines and derivatives	212.059
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	274.253
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Benzene and substituted derivatives	314.985
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Peptidomimetics	995.556
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	369.42
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.466
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	371.471
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	387.449
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	369.431
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	371.451
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	285.5
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	267.3
Steroids and steroid derivatives	397.6
Steroids and steroid derivatives	397.6
Steroids and steroid derivatives	397.6
Steroids and steroid derivatives	397.6
Steroids and steroid derivatives	397.6
Steroids and steroid derivatives	397.6
Isoflavonoids	255.4
Isoflavonoids	255.4
Isoflavonoids	255.4
Isoflavonoids	255.4
Isoflavonoids	255.4
Isoflavonoids	255.4
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	271.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	253.3
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	399.5
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	289.3
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	255.2
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	381.4
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	271.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	253.2
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	273.1
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	257.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	371.3
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	383.4
Steroids and steroid derivatives	379.4
Steroids and steroid derivatives	379.4
Steroids and steroid derivatives	379.4
Steroids and steroid derivatives	379.4
Steroids and steroid derivatives	379.3
Steroids and steroid derivatives	379.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	273.3
Steroids and steroid derivatives	255.3
Steroids and steroid derivatives	255.3
Steroids and steroid derivatives	255.3
Steroids and steroid derivatives	255.3
Steroids and steroid derivatives	255.3
Steroids and steroid derivatives	255.3
Isoflavonoids	271.2
Isoflavonoids	271.2
Isoflavonoids	271.2
Isoflavonoids	271.2
Isoflavonoids	271.2
Isoflavonoids	271.2
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	315.4
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	291.3
Steroids and steroid derivatives	273.2
Steroids and steroid derivatives	273.2
Steroids and steroid derivatives	273.2
Steroids and steroid derivatives	273.2
Steroids and steroid derivatives	273.2
Steroids and steroid derivatives	273.2
